DN,area_ha
"11",0.124
"9",0.124
"4",0.062
"4",0.743
"13",1.300
"16",0.124
"1",0.062
"1",0.062
"16",0.124
"4",0.124
"16",0.062
"13",0.186
"13",0.124
"13",10.337
"4",0.248
"4",1.486
"12",0.186
"9",0.062
"13",0.062
"12",0.124
"16",0.186
"13",0.124
"4",0.062
"16",0.124
"1",0.062
"3",0.124
"9",0.124
"9",0.062
"1",0.124
"1",0.371
"1",0.062
"13",1.609
"1",0.062
"1",0.248
"16",69.873
"16",0.309
"1",0.124
"3",0.124
"4",0.124
"16",3.033
"13",0.062
"16",0.309
"1",0.124
"16",0.371
"13",0.619
"1",0.124
"1",0.124
"13",0.062
"1",0.062
"16",0.062
"16",0.062
"16",0.186
"1",0.062
"1",0.495
"1",0.124
"1",0.124
"13",0.248
"13",0.248
"4",0.124
"1",0.124
"13",0.248
"4",0.062
"1",0.124
"4",0.124
"13",0.124
"4",0.681
"1",0.124
"3",0.062
"1",0.186
"3",0.124
"11",0.062
"9",0.186
"9",0.186
"4",0.124
"4",0.186
"4",0.062
"1",0.371
"16",0.124
"16",0.248
"3",0.124
"1",0.062
"3",0.124
"11",0.062
"3",0.124
"11",0.062
"1",0.124
"1",0.062
"4",0.062
"1",0.309
"1",0.248
"16",9.532
"16",0.186
"9",0.867
"1",0.062
"4",0.186
"13",0.248
"16",0.062
"13",0.124
"1",0.062
"1",0.062
"1",0.557
"13",0.371
"1",0.309
"4",0.495
"1",0.124
"15",0.309
"13",0.062
"1",0.124
"3",0.062
"13",0.062
"4",0.124
"16",0.124
"16",3.838
"1",0.062
"16",0.124
"4",0.248
"4",0.062
"1",0.124
"13",0.124
"4",0.124
"1",0.062
"1",0.062
"16",14.731
"13",0.124
"13",0.062
"13",0.062
"4",0.062
"4",0.124
"4",0.062
"16",0.186
"4",0.062
"1",0.248
"1",0.124
"11",0.248
"3",0.062
"9",0.186
"3",0.062
"9",0.062
"9",0.062
"9",0.062
"9",0.124
"9",0.062
"13",0.186
"13",3.961
"1",0.309
"4",0.062
"4",0.062
"4",0.248
"4",0.062
"4",0.681
"1",0.062
"13",0.309
"4",0.062
"4",0.248
"1",0.124
"1",0.495
"1",0.062
"1",0.124
"1",0.248
"3",0.124
"1",0.124
"13",0.743
"13",0.186
"4",0.062
"16",0.248
"1",0.309
"1",0.062
"1",0.062
"16",0.062
"16",0.124
"15",0.124
"1",1.609
"4",0.124
"4",0.062
"3",0.062
"9",0.124
"9",0.062
"1",0.124
"13",0.557
"1",0.062
"1",0.062
"15",0.062
"13",0.124
"13",4.642
"16",0.124
"1",0.062
"9",0.124
"1",0.124
"1",0.124
"1",0.062
"16",0.124
"16",0.062
"16",1.733
"16",6.994
"16",0.062
"1",0.124
"16",0.062
"4",0.248
"3",0.124
"4",0.062
"16",1.671
"13",0.124
"16",0.062
"1",0.062
"13",0.186
"1",0.248
"9",0.062
"11",0.062
"3",0.124
"9",0.062
"9",0.124
"9",0.124
"9",0.186
"16",0.124
"13",0.062
"13",0.557
"1",0.062
"4",0.062
"4",0.062
"4",0.124
"1",0.062
"1",0.124
"1",0.062
"4",0.124
"13",0.619
"16",0.186
"13",0.495
"3",0.124
"16",0.062
"13",0.371
"4",0.186
"1",0.062
"3",0.124
"13",0.124
"1",0.062
"13",0.062
"16",0.309
"13",0.186
"16",0.062
"4",0.309
"1",0.186
"4",1.609
"16",7.552
"16",0.062
"1",0.124
"1",0.124
"15",0.186
"9",0.062
"3",0.124
"1",0.062
"16",0.124
"4",0.186
"4",0.062
"3",0.062
"9",0.062
"11",0.124
"9",0.062
"1",0.062
"16",0.309
"13",0.124
"3",0.062
"3",0.062
"9",0.062
"1",0.062
"9",0.124
"13",0.186
"15",0.124
"3",0.124
"1",0.062
"13",0.619
"13",0.062
"16",0.062
"3",0.124
"11",0.248
"16",0.124
"1",0.062
"16",0.124
"16",0.062
"16",0.124
"1",0.124
"4",0.124
"1",0.619
"1",0.495
"13",0.495
"16",0.124
"1",0.124
"3",1.238
"4",0.062
"16",0.124
"4",0.124
"13",6.809
"1",0.186
"9",0.124
"3",0.062
"9",0.186
"9",0.062
"9",0.124
"1",0.062
"4",0.062
"4",0.062
"4",0.062
"4",0.062
"1",0.062
"1",0.124
"1",0.062
"16",0.309
"4",0.062
"1",0.062
"13",0.124
"1",0.062
"9",0.124
"16",0.062
"4",0.062
"4",0.186
"15",0.062
"11",0.124
"13",0.062
"1",0.124
"13",0.062
"1",0.186
"13",0.124
"16",0.433
"1",0.124
"13",0.124
"1",0.062
"16",0.124
"12",0.248
"9",0.371
"1",0.248
"16",0.062
"13",0.124
"13",0.062
"13",0.309
"3",0.062
"1",0.124
"16",0.124
"1",0.124
"16",0.124
"1",0.248
"1",0.557
"3",0.062
"16",0.062
"13",0.557
"15",0.186
"1",0.371
"16",0.248
"13",0.124
"3",0.124
"1",0.124
"16",0.309
"16",0.124
"16",0.062
"4",0.062
"1",0.062
"16",0.124
"16",0.124
"3",0.124
"13",0.248
"4",0.433
"16",0.124
"13",19.002
"4",0.124
"4",0.062
"13",0.124
"13",0.062
"13",0.124
"1",0.062
"4",0.062
"1",0.062
"4",0.124
"1",0.062
"3",0.124
"9",0.186
"9",0.186
"9",0.124
"9",0.062
"1",0.062
"13",0.124
"4",0.124
"4",0.124
"4",0.124
"4",0.124
"1",0.124
"1",0.124
"13",0.062
"16",0.062
"4",0.371
"4",0.124
"1",0.309
"4",0.124
"15",0.062
"3",0.186
"15",0.124
"3",0.186
"13",0.124
"11",0.186
"3",0.124
"4",0.062
"16",0.124
"13",0.062
"1",0.124
"12",0.062
"3",0.062
"11",0.124
"9",0.062
"13",0.124
"4",0.062
"4",0.124
"13",0.124
"4",0.062
"4",0.186
"1",0.062
"1",0.124
"16",0.062
"1",0.062
"13",0.124
"3",0.124
"4",0.124
"3",0.062
"9",0.124
"1",0.124
"1",0.124
"15",0.062
"3",0.124
"3",0.124
"3",0.124
"3",0.124
"1",0.062
"13",0.186
"3",0.124
"1",0.062
"13",0.124
"13",0.062
"13",0.062
"4",0.062
"3",0.062
"13",0.248
"16",0.124
"16",0.186
"16",0.124
"16",0.062
"16",0.062
"4",0.062
"9",0.124
"16",0.062
"16",0.062
"1",0.124
"16",0.062
"1",0.062
"1",0.124
"13",0.124
"1",0.124
"4",0.124
"11",10.647
"3",1.609
"3",0.309
"9",0.371
"13",4.642
"13",1.052
"16",0.433
"1",6.314
"4",1.114
"16",0.495
"1",1.176
"16",0.186
"4",2.414
"1",0.743
"16",0.743
"1",0.124
"9",0.248
"16",0.248
"1",0.557
"4",0.248
"12",1.547
"13",22.036
"11",0.619
"4",1.795
"1",0.186
"13",0.619
"1",0.186
"9",0.248
"16",0.248
"1",0.743
"16",1.609
"1",0.248
"11",1.424
"4",1.424
"9",0.062
"9",0.062
"9",0.124
"9",0.062
"9",0.124
"9",0.062
"1",0.124
"13",0.124
"4",0.124
"13",0.124
"4",0.124
"4",0.062
"4",0.062
"4",0.248
"4",0.186
"1",0.186
"16",0.433
"13",0.186
"4",0.062
"4",0.062
"13",0.805
"1",0.124
"13",0.310
"3",0.124
"1",0.124
"13",0.867
"1",1.609
"3",0.062
"4",0.495
"4",0.062
"4",0.062
"16",0.062
"4",0.124
"4",0.124
"4",0.124
"4",0.124
"1",0.124
"1",0.124
"1",0.124
"16",0.062
"1",0.062
"4",0.124
"12",0.186
"16",0.310
"12",0.681
"16",0.929
"13",0.062
"13",0.371
"12",0.124
"16",0.062
"1",0.062
"9",0.124
"1",0.062
"4",0.062
"4",0.124
"13",0.062
"3",0.062
"9",0.062
"9",0.124
"1",0.248
"1",0.248
"3",0.062
"3",0.124
"4",0.062
"1",0.557
"16",0.062
"1",0.867
"13",0.062
"13",2.971
"3",0.124
"3",0.062
"1",0.124
"16",0.186
"4",0.062
"3",0.124
"16",0.124
"16",0.186
"16",0.310
"16",0.495
"4",0.124
"1",0.124
"16",0.310
"1",0.186
"1",0.248
"1",0.062
"4",0.124
"16",0.248
"4",0.124
"1",0.495
"11",0.124
"3",0.062
"16",0.062
"13",0.062
"16",0.062
"13",0.743
"4",0.062
"4",0.310
"3",1.300
"9",0.062
"9",0.124
"9",0.062
"13",0.062
"15",0.124
"4",0.062
"16",0.124
"16",0.124
"4",0.062
"4",0.124
"1",0.062
"1",0.929
"16",2.909
"1",0.681
"4",0.062
"1",0.124
"13",0.124
"13",0.062
"4",0.124
"3",0.062
"15",0.124
"1",0.062
"1",0.062
"1",0.062
"4",0.124
"13",0.062
"4",0.248
"1",0.124
"4",0.371
"4",0.990
"13",5.509
"1",0.062
"12",0.124
"1",0.062
"16",0.124
"4",0.929
"9",0.062
"1",0.124
"9",0.062
"12",0.062
"3",0.124
"1",0.186
"13",0.371
"4",0.248
"16",5.571
"1",0.124
"13",0.186
"3",0.062
"1",0.062
"16",0.124
"1",1.176
"4",0.124
"13",0.124
"1",0.062
"4",0.310
"1",0.433
"3",0.062
"1",0.124
"13",0.248
"4",0.124
"1",0.124
"16",0.186
"16",0.619
"4",0.124
"1",0.124
"3",0.124
"1",0.062
"1",0.062
"13",0.124
"1",0.186
"3",2.166
"1",0.619
"13",0.433
"16",0.557
"1",0.062
"13",0.124
"13",0.062
"9",0.062
"9",0.124
"9",0.062
"1",0.124
"1",0.186
"4",0.062
"13",0.124
"4",1.176
"16",0.062
"4",0.124
"13",0.310
"1",0.062
"4",0.062
"1",0.248
"4",0.186
"4",0.124
"16",0.062
"4",0.124
"4",0.124
"11",0.310
"9",0.124
"13",0.062
"13",0.248
"4",0.062
"1",0.186
"15",0.062
"3",0.124
"13",0.062
"13",0.062
"4",0.371
"4",0.124
"4",0.433
"13",1.052
"4",0.186
"13",0.867
"1",0.186
"12",0.124
"13",0.929
"1",0.124
"4",0.371
"4",0.124
"13",0.371
"1",0.062
"3",0.124
"1",0.062
"16",0.248
"4",0.248
"13",0.124
"3",0.062
"9",0.248
"1",0.062
"3",0.124
"3",0.062
"16",0.062
"1",0.062
"3",0.248
"13",0.062
"4",0.062
"4",0.124
"13",0.248
"4",0.062
"1",0.062
"15",0.062
"3",0.124
"1",0.062
"13",0.124
"16",0.681
"16",0.495
"16",0.124
"4",0.310
"16",0.062
"1",0.124
"16",5.942
"4",0.062
"3",0.062
"16",0.495
"15",0.124
"1",0.062
"4",0.124
"1",0.310
"1",243.086
"3",0.248
"13",0.062
"1",0.371
"1",0.124
"1",0.062
"4",0.062
"4",0.186
"4",0.062
"4",0.124
"9",0.062
"9",0.062
"9",0.186
"9",0.124
"9",0.124
"9",0.062
"9",0.124
"3",0.248
"16",5.262
"4",0.062
"16",0.124
"4",0.371
"4",0.186
"4",0.062
"16",0.248
"4",0.062
"16",0.124
"3",0.062
"9",0.124
"11",0.062
"1",0.310
"13",0.062
"1",0.062
"3",0.124
"1",0.495
"3",0.062
"9",0.310
"3",0.062
"9",0.124
"3",0.248
"13",0.062
"4",0.124
"13",1.857
"1",0.062
"16",0.062
"4",0.062
"1",0.124
"16",0.124
"4",0.062
"4",0.124
"4",0.681
"16",0.062
"4",0.186
"1",1.300
"13",0.124
"1",0.062
"13",0.124
"1",0.062
"3",0.124
"9",0.062
"9",0.248
"15",0.124
"1",0.124
"16",0.248
"3",1.733
"15",0.062
"1",0.371
"1",0.186
"4",0.062
"1",0.124
"13",0.062
"1",0.371
"13",0.062
"1",0.124
"3",0.743
"3",0.495
"1",0.186
"3",0.124
"1",0.062
"4",0.062
"4",0.062
"4",0.062
"9",0.062
"16",0.186
"16",0.557
"16",0.062
"13",0.371
"13",1.424
"1",0.990
"4",0.310
"3",0.124
"13",0.062
"1",0.248
"16",0.062
"16",0.124
"1",0.124
"3",0.124
"1",0.062
"15",0.062
"13",0.124
"16",0.062
"13",0.371
"13",0.186
"1",0.124
"16",0.186
"4",0.124
"13",0.248
"13",0.248
"4",0.124
"13",0.062
"4",0.310
"3",0.248
"3",0.062
"9",0.248
"9",0.186
"9",0.124
"3",0.124
"11",0.062
"15",0.124
"9",0.310
"9",0.062
"11",0.062
"4",0.124
"4",0.124
"4",0.062
"4",0.371
"4",0.062
"1",0.062
"13",0.062
"1",0.124
"16",0.062
"16",0.929
"16",0.248
"1",0.062
"3",0.124
"11",0.062
"13",0.186
"1",0.124
"16",0.124
"4",0.124
"4",0.124
"13",0.062
"4",0.062
"4",0.062
"4",0.124
"12",0.186
"4",0.495
"12",0.124
"13",0.062
"4",0.371
"4",0.062
"1",0.124
"1",0.062
"4",0.310
"13",0.062
"13",11.575
"1",0.124
"16",0.124
"4",0.062
"15",0.495
"3",0.062
"1",0.062
"13",0.371
"1",0.062
"4",0.062
"9",0.124
"1",0.062
"12",0.124
"4",0.124
"4",0.248
"1",0.124
"1",0.186
"1",0.310
"13",0.186
"13",0.062
"4",0.124
"9",0.124
"1",0.124
"16",0.062
"16",0.124
"16",0.124
"1",3.219
"16",0.124
"4",0.062
"13",0.310
"4",0.124
"3",0.062
"9",0.124
"1",0.062
"16",0.186
"16",0.062
"13",0.124
"4",0.062
"13",0.495
"4",0.062
"4",0.124
"13",0.062
"1",0.062
"13",0.062
"1",0.124
"1",2.847
"9",0.124
"9",0.124
"9",0.248
"9",0.248
"9",0.062
"3",0.062
"3",0.062
"11",0.062
"1",0.124
"1",0.124
"15",0.062
"3",0.124
"3",0.062
"9",0.124
"4",0.124
"16",0.124
"4",0.310
"4",0.124
"13",0.495
"1",0.062
"1",0.124
"4",0.062
"1",0.186
"3",0.062
"11",0.124
"3",0.124
"1",0.124
"16",0.124
"1",0.062
"1",0.186
"3",0.248
"16",0.124
"4",0.248
"4",0.124
"16",0.124
"4",0.124
"13",0.062
"13",0.124
"13",0.124
"1",0.062
"4",0.495
"12",0.124
"4",0.310
"4",0.186
"16",0.124
"3",0.062
"1",0.062
"16",0.062
"1",0.062
"13",0.124
"1",0.557
"1",0.124
"16",0.248
"3",0.124
"16",0.433
"4",0.805
"1",0.124
"4",0.248
"11",0.062
"13",0.124
"13",0.371
"4",0.124
"1",0.433
"3",0.062
"1",0.124
"1",0.186
"3",0.062
"1",0.371
"4",0.124
"15",0.186
"4",0.124
"4",0.062
"15",0.062
"3",0.124
"3",0.124
"16",0.248
"4",0.248
"15",0.062
"4",0.248
"1",0.062
"4",0.124
"1",0.062
"1",0.124
"4",0.062
"4",0.062
"13",0.062
"16",0.124
"1",0.124
"15",0.124
"16",0.248
"15",0.124
"1",0.743
"1",0.062
"1",0.062
"13",0.867
"1",0.124
"16",0.124
"1",0.371
"1",0.310
"13",0.062
"16",0.062
"1",0.062
"4",0.062
"13",0.062
"4",0.186
"3",0.124
"9",0.248
"9",0.062
"9",0.062
"9",0.062
"3",0.124
"3",0.371
"11",0.062
"1",0.062
"4",0.124
"4",0.124
"1",0.062
"3",0.248
"3",0.124
"1",0.124
"16",0.062
"15",0.062
"4",0.124
"4",0.124
"4",0.062
"4",0.062
"4",0.062
"13",0.124
"4",0.062
"11",0.186
"1",0.062
"3",0.124
"16",0.062
"16",0.124
"1",0.124
"4",0.186
"3",0.248
"11",0.186
"1",0.248
"13",0.062
"1",0.062
"1",0.124
"9",0.124
"1",0.062
"4",0.124
"4",0.124
"4",0.248
"1",0.124
"4",0.062
"12",0.186
"12",0.062
"4",0.062
"13",0.124
"4",0.248
"1",0.371
"3",0.124
"1",0.124
"16",0.124
"13",0.062
"1",0.124
"9",0.062
"13",0.062
"3",0.124
"15",0.062
"15",0.062
"15",0.310
"13",1.919
"13",0.062
"1",0.062
"3",0.124
"3",0.062
"4",0.062
"1",0.248
"13",0.062
"4",0.062
"9",0.062
"15",0.062
"1",0.124
"13",0.186
"16",0.062
"13",0.124
"3",0.186
"1",0.062
"3",0.186
"3",0.062
"1",0.124
"13",0.062
"4",0.062
"4",0.124
"1",0.062
"1",0.124
"16",0.186
"16",0.124
"16",0.062
"4",0.062
"1",0.062
"4",0.248
"3",0.124
"16",0.062
"1",0.248
"13",0.124
"13",0.371
"16",0.062
"13",0.124
"13",0.062
"3",0.124
"3",0.124
"9",0.062
"9",0.124
"9",0.062
"3",0.062
"16",0.124
"11",0.062
"15",0.062
"9",0.062
"16",0.062
"4",0.124
"9",0.062
"9",0.186
"1",0.062
"16",0.062
"1",0.124
"3",0.062
"11",0.186
"13",0.186
"1",0.186
"3",0.062
"11",0.124
"1",0.062
"4",0.062
"16",0.062
"1",0.124
"13",0.124
"1",0.062
"16",0.124
"13",0.062
"3",0.062
"1",0.124
"1",0.124
"16",0.062
"9",0.124
"13",0.124
"16",0.062
"13",0.062
"1",0.124
"13",0.124
"13",0.186
"3",0.124
"16",0.062
"13",0.062
"3",0.124
"3",0.186
"15",0.062
"16",0.062
"16",0.062
"3",0.062
"16",0.186
"4",0.062
"1",0.124
"1",0.062
"4",0.062
"16",0.124
"13",0.062
"16",0.062
"15",0.062
"13",0.310
"1",0.124
"3",4.457
"13",1.981
"13",3.776
"13",0.371
"13",2.043
"16",0.929
"13",0.681
"13",0.495
"11",2.724
"16",5.323
"13",1.733
"1",0.371
"16",1.052
"16",1.733
"9",0.310
"4",0.743
"13",2.786
"4",0.371
"13",0.867
"4",0.310
"13",18.075
"1",0.248
"16",7.614
"16",0.310
"13",2.043
"3",0.743
"13",0.310
"4",0.124
"16",0.990
"3",1.486
"1",0.557
"1",3.095
"16",0.248
"13",0.495
"4",0.248
"16",1.733
"16",0.495
"4",0.495
"13",0.310
"4",0.062
"3",0.248
"3",0.062
"9",0.062
"9",0.371
"9",0.124
"9",0.124
"9",0.371
"15",0.124
"1",0.124
"11",0.495
"3",0.186
"1",0.124
"16",0.062
"1",0.124
"1",0.990
"1",0.433
"1",0.124
"13",0.186
"16",0.124
"1",0.124
"9",0.124
"13",0.124
"13",0.062
"1",0.062
"13",1.176
"13",1.733
"11",0.124
"11",0.124
"4",0.062
"13",0.929
"1",0.124
"13",0.805
"1",1.238
"13",0.310
"4",0.124
"4",0.124
"1",0.248
"4",0.062
"1",0.186
"1",0.124
"4",0.186
"4",0.124
"13",0.124
"13",0.062
"4",0.062
"1",0.124
"13",0.433
"4",0.310
"1",0.124
"16",0.062
"13",0.124
"3",0.062
"1",0.062
"13",0.248
"15",0.124
"15",0.124
"13",0.062
"1",0.186
"3",0.186
"9",0.062
"4",0.124
"4",0.062
"1",0.062
"3",0.124
"13",0.124
"1",0.124
"3",0.062
"15",0.124
"16",0.124
"1",0.186
"16",33.983
"4",0.062
"16",0.124
"15",0.062
"1",0.124
"4",0.124
"9",0.062
"1",0.062
"16",3.838
"1",0.062
"13",0.248
"13",0.495
"1",0.124
"1",0.062
"16",0.124
"16",0.248
"15",0.557
"11",0.062
"1",0.310
"1",0.248
"4",0.062
"4",0.062
"13",1.114
"16",0.557
"1",0.062
"4",0.062
"1",0.124
"9",0.062
"9",0.310
"9",0.248
"9",0.124
"9",0.062
"9",0.310
"13",0.248
"1",0.062
"3",0.310
"9",1.857
"1",0.062
"16",0.124
"16",0.062
"4",0.124
"4",0.495
"4",0.062
"1",0.124
"16",0.062
"16",0.124
"13",0.062
"4",0.124
"11",0.062
"9",0.124
"4",0.248
"9",0.062
"1",0.310
"4",0.062
"1",0.186
"13",0.310
"1",0.062
"15",0.124
"13",0.124
"1",0.062
"16",0.124
"16",6.500
"16",0.371
"11",0.062
"1",0.062
"4",0.186
"16",0.124
"4",0.062
"4",0.124
"4",0.124
"15",0.062
"1",0.248
"15",0.124
"3",0.124
"1",0.186
"16",0.062
"4",0.062
"16",2.290
"4",0.124
"13",0.186
"3",0.062
"15",0.124
"1",0.062
"1",2.105
"4",0.186
"15",4.828
"1",0.062
"13",0.124
"13",0.124
"1",0.310
"4",0.062
"13",1.300
"9",0.062
"13",0.124
"1",0.124
"13",0.124
"13",0.124
"3",0.124
"3",0.062
"1",0.124
"4",0.124
"16",0.248
"4",0.062
"9",0.124
"13",0.062
"16",0.062
"1",0.186
"16",0.433
"1",0.062
"1",0.062
"16",6.809
"3",0.124
"16",0.124
"16",0.433
"9",0.062
"15",0.062
"16",1.114
"16",0.248
"13",2.476
"13",0.248
"1",0.124
"13",0.062
"1",0.186
"16",0.124
"4",0.062
"13",0.124
"1",0.248
"1",0.124
"13",0.062
"4",0.124
"1",0.124
"4",0.062
"1",0.062
"9",0.186
"9",0.310
"9",0.248
"3",0.124
"3",0.062
"9",0.186
"11",0.124
"15",0.371
"11",0.310
"13",0.248
"1",0.186
"1",0.124
"16",0.062
"13",0.186
"4",0.433
"1",0.062
"4",0.124
"13",0.124
"13",0.186
"3",0.248
"1",0.433
"4",0.124
"16",0.124
"4",0.371
"4",0.062
"13",0.124
"11",0.124
"1",2.105
"16",0.124
"13",0.310
"16",0.062
"13",0.186
"1",0.062
"12",0.124
"1",0.124
"3",0.186
"1",0.124
"9",0.062
"11",0.124
"16",0.495
"3",0.124
"13",0.248
"4",0.124
"13",0.062
"4",0.248
"4",0.124
"13",0.248
"15",0.124
"13",0.248
"1",0.124
"16",0.062
"16",0.433
"4",0.186
"12",0.186
"13",0.062
"4",0.186
"3",0.062
"3",0.062
"1",0.124
"13",0.062
"1",0.062
"13",0.062
"3",0.248
"13",0.124
"15",0.124
"1",0.124
"13",0.186
"13",0.124
"4",0.495
"9",0.186
"4",0.124
"1",0.124
"9",0.124
"15",0.124
"3",0.062
"3",0.062
"13",0.743
"13",0.186
"13",0.124
"1",0.062
"3",0.062
"1",0.062
"16",0.310
"1",0.062
"1",0.124
"16",0.186
"16",0.186
"16",0.124
"16",0.124
"16",0.124
"4",0.310
"1",0.310
"16",0.124
"4",0.124
"1",0.124
"4",0.124
"4",0.124
"9",0.124
"16",0.062
"3",0.062
"1",0.124
"4",0.062
"1",0.062
"4",0.124
"16",0.062
"1",0.062
"16",0.248
"16",0.062
"1",0.062
"4",0.186
"16",0.248
"13",11.142
"16",0.062
"4",0.124
"3",0.681
"9",0.124
"12",0.248
"11",0.062
"3",0.062
"15",0.248
"1",0.124
"3",0.124
"9",0.124
"4",0.371
"4",0.062
"13",0.062
"13",0.310
"3",0.062
"13",0.062
"13",1.238
"13",0.062
"3",0.124
"11",0.062
"1",0.124
"16",0.062
"13",0.062
"3",0.124
"11",1.919
"9",0.062
"1",0.186
"11",0.186
"3",0.619
"11",0.062
"3",0.062
"3",0.062
"1",0.248
"1",0.248
"4",0.062
"13",0.062
"1",0.124
"1",0.124
"1",0.062
"4",0.124
"3",0.062
"1",0.124
"15",0.062
"13",0.495
"16",0.124
"1",0.062
"3",0.124
"12",0.124
"16",0.495
"12",0.495
"12",0.495
"4",0.495
"4",0.124
"13",0.433
"3",0.124
"1",0.124
"16",0.433
"1",0.062
"15",0.371
"13",1.114
"1",0.062
"15",0.062
"15",0.310
"1",0.124
"13",0.124
"1",1.857
"13",0.062
"11",0.124
"1",0.062
"3",0.248
"1",0.062
"16",0.248
"13",0.124
"13",0.186
"3",0.124
"3",0.124
"3",0.124
"9",0.062
"1",0.186
"9",0.124
"3",0.062
"13",0.124
"13",0.062
"16",0.124
"16",0.124
"1",0.248
"4",0.062
"4",0.062
"4",0.062
"1",0.124
"1",0.124
"1",0.062
"1",0.124
"4",0.186
"13",0.371
"16",0.062
"13",0.248
"1",0.062
"4",0.124
"16",0.310
"1",2.476
"9",0.124
"9",0.062
"3",0.062
"9",0.310
"3",0.124
"3",0.371
"15",0.805
"11",0.124
"1",0.062
"13",0.124
"4",0.186
"1",4.767
"16",0.929
"4",0.124
"16",0.433
"4",0.371
"13",0.062
"1",0.062
"11",0.124
"1",0.062
"1",0.124
"11",0.186
"1",0.186
"16",0.124
"11",0.124
"9",0.186
"1",0.062
"1",0.124
"1",0.062
"1",0.062
"9",0.310
"1",0.433
"13",0.062
"9",0.186
"1",0.248
"3",0.124
"1",0.186
"3",0.062
"13",0.124
"16",0.062
"13",0.248
"1",0.867
"4",0.124
"4",0.062
"1",0.062
"16",1.176
"1",0.062
"4",0.062
"4",0.062
"16",0.371
"13",0.248
"4",0.124
"1",0.124
"3",0.248
"1",0.124
"15",0.062
"13",0.495
"13",0.062
"13",0.062
"13",0.681
"13",0.371
"9",0.062
"1",0.124
"3",0.371
"13",0.186
"1",0.062
"16",0.310
"4",0.124
"1",0.062
"3",0.124
"16",0.310
"16",0.124
"1",0.062
"1",0.124
"16",1.548
"16",0.062
"1",0.062
"4",0.124
"1",0.062
"16",0.557
"16",0.062
"16",0.124
"1",0.062
"3",0.124
"3",43.083
"15",0.062
"13",4.952
"1",0.062
"1",0.186
"13",0.805
"16",0.062
"3",0.062
"9",0.310
"9",0.124
"9",0.062
"3",0.248
"16",0.371
"4",0.062
"15",0.124
"3",0.124
"13",0.062
"15",0.310
"3",0.124
"1",0.062
"13",0.681
"13",0.062
"13",0.124
"4",0.062
"4",0.248
"11",0.062
"1",0.495
"13",0.990
"11",0.062
"9",0.062
"1",0.124
"13",0.990
"13",0.248
"13",0.124
"1",0.124
"11",0.124
"9",0.248
"4",0.124
"1",0.124
"4",0.124
"16",0.929
"1",0.124
"3",0.062
"13",0.124
"1",0.743
"1",0.186
"11",0.124
"13",0.557
"1",0.310
"3",0.619
"1",0.186
"1",0.062
"11",0.186
"13",0.371
"3",0.124
"4",0.062
"4",0.371
"1",0.124
"15",0.062
"13",0.062
"12",0.124
"13",0.124
"13",0.433
"16",0.062
"13",0.310
"1",0.310
"13",0.062
"16",0.124
"1",0.062
"16",0.124
"13",0.062
"1",0.743
"1",0.248
"15",0.124
"16",0.186
"4",0.062
"13",0.124
"13",0.062
"15",0.124
"3",0.062
"3",0.124
"1",0.248
"3",0.124
"3",0.186
"1",0.310
"1",0.124
"13",0.124
"1",0.062
"3",0.062
"13",0.310
"16",2.290
"1",0.124
"16",0.062
"1",0.062
"4",0.124
"1",0.124
"16",0.186
"4",0.743
"16",4.395
"4",0.124
"9",0.062
"16",0.371
"16",0.124
"13",0.062
"1",0.062
"9",0.124
"1",0.186
"13",0.124
"16",0.062
"15",0.124
"1",0.124
"1",0.124
"16",0.867
"4",0.371
"4",0.124
"13",0.124
"13",0.062
"4",0.062
"1",1.052
"9",0.062
"1",0.062
"3",0.929
"3",0.124
"3",0.186
"1",0.124
"13",0.124
"13",0.248
"4",0.124
"13",0.124
"9",0.124
"13",0.062
"4",0.433
"16",1.671
"9",0.062
"11",0.124
"13",0.062
"1",0.062
"1",4.086
"9",0.186
"11",0.124
"1",0.062
"4",0.062
"13",0.124
"1",0.062
"11",0.062
"16",0.124
"16",0.124
"1",0.062
"13",0.805
"9",0.124
"1",0.186
"11",0.124
"11",0.124
"3",0.248
"11",0.248
"13",0.062
"16",0.124
"1",0.124
"3",0.062
"16",0.124
"1",0.186
"12",0.310
"12",0.124
"16",0.248
"16",0.124
"1",0.248
"3",0.124
"1",0.062
"13",0.990
"16",0.743
"1",0.124
"1",0.371
"13",0.062
"4",0.062
"4",0.062
"4",0.124
"4",0.062
"4",0.062
"4",0.062
"15",0.062
"9",0.062
"1",0.062
"16",0.124
"13",0.062
"3",0.062
"3",0.124
"1",0.062
"9",0.062
"13",0.124
"15",0.186
"15",0.186
"16",0.248
"9",0.124
"9",0.124
"13",0.124
"16",0.062
"3",0.124
"1",0.186
"13",0.124
"1",0.062
"1",0.186
"16",0.743
"13",0.124
"13",0.124
"16",0.062
"1",0.062
"13",0.062
"16",0.743
"1",0.062
"3",0.062
"3",0.062
"12",0.062
"3",0.062
"11",0.124
"4",0.062
"4",0.062
"1",0.062
"16",0.124
"13",0.124
"1",0.062
"16",0.124
"1",0.124
"1",0.062
"3",0.186
"9",0.062
"11",0.186
"9",0.062
"1",0.062
"9",0.186
"4",0.124
"4",0.062
"4",0.062
"1",0.124
"1",0.062
"3",0.062
"11",0.248
"13",0.124
"11",0.124
"16",0.124
"16",0.124
"1",0.186
"4",0.062
"16",0.062
"13",0.062
"4",0.124
"9",0.062
"1",0.124
