DN,area_ha
"11",0.122
"11",0.061
"9",0.122
"9",0.486
"9",1.094
"9",0.122
"11",0.182
"9",0.122
"9",0.061
"12",0.061
"9",0.122
"1",0.122
"4",0.304
"3",0.061
"4",0.243
"9",0.365
"12",0.061
"4",0.122
"4",0.243
"9",0.061
"12",0.061
"12",0.973
"9",0.669
"12",0.061
"12",0.061
"12",0.061
"11",0.061
"9",0.122
"12",0.122
"12",0.122
"12",0.061
"12",0.851
"12",0.122
"12",0.122
"9",0.426
"9",5.229
"9",0.061
"9",0.122
"9",19.638
"12",0.122
"12",0.122
"9",0.243
"12",2.007
"9",0.243
"9",0.122
"9",0.122
"12",25.232
"9",0.304
"4",0.061
"12",0.122
"12",0.061
"12",0.122
"9",0.669
"12",0.122
"4",0.243
"4",0.243
"9",0.122
"1",0.122
"12",0.061
"4",0.122
"12",0.122
"4",0.061
"9",0.122
"9",0.122
"12",1.520
"4",0.182
"4",0.547
"12",5.594
"11",0.365
"11",1.763
"9",0.182
"9",0.122
"9",0.122
"11",0.304
"12",0.122
"12",1.094
"9",0.122
"12",0.061
"9",0.061
"9",6.445
"11",7.783
"9",0.243
"12",0.365
"11",0.243
"9",0.061
"12",0.122
"9",0.182
"11",0.122
"9",0.061
"9",0.122
"11",0.122
"11",0.061
"11",0.182
"11",0.122
"9",0.122
"11",2.250
"9",0.182
"9",0.122
"9",0.608
"1",0.122
"12",0.061
"12",0.122
"12",0.061
"9",0.061
"4",0.061
"16",0.122
"9",0.061
"9",0.243
"11",0.061
"9",0.304
"12",0.426
"9",14.714
"11",0.122
"9",0.243
"11",0.243
"11",0.182
"9",0.061
"9",0.182
"12",0.061
"9",0.122
"9",0.122
"11",0.426
"9",0.182
"11",0.122
"9",0.122
"9",0.973
"9",0.243
"9",0.061
"9",0.122
"9",0.547
"11",0.426
"11",0.122
"12",0.122
"9",1.277
"9",0.122
"9",0.182
"12",0.122
"12",0.061
"9",0.547
"11",0.122
"12",0.122
"11",0.061
"12",0.122
"11",0.061
"9",0.608
"12",0.182
"11",0.061
"11",0.061
"1",0.182
"3",0.122
"11",0.243
"9",0.122
"9",0.243
"9",0.061
"12",1.277
"12",0.608
"4",0.061
"12",0.122
"12",0.182
"16",0.547
"3",0.122
"4",0.669
"12",0.122
"3",0.061
"9",0.182
"9",0.122
"9",0.061
"12",0.122
"11",0.122
"9",0.365
"11",0.061
"12",0.365
"9",0.122
"9",16.964
"9",0.182
"9",0.486
"12",0.122
"4",0.122
"1",0.122
"4",0.061
"4",0.061
"4",0.122
"3",0.061
"4",0.122
"9",0.122
"9",0.243
"12",0.122
"12",1.216
"12",0.122
"9",0.122
"12",0.304
"12",0.122
"12",0.243
"12",0.061
"12",0.122
"12",0.061
"12",0.182
"12",20.429
"9",0.122
"4",0.061
"12",0.122
"9",0.061
"12",0.061
"12",0.061
"12",0.122
"12",0.061
"4",0.061
"9",0.122
"9",0.061
"12",0.122
"9",0.182
"9",0.122
"12",1.155
"9",0.122
"12",0.365
"9",0.304
"12",0.122
"12",0.182
"12",0.790
"12",0.790
"9",1.642
"9",1.216
"9",0.061
"4",0.122
"4",0.061
"9",0.730
"12",0.122
"9",0.061
"9",0.061
"4",0.061
"9",0.122
"4",0.365
"4",0.182
"4",1.338
"12",0.061
"4",0.426
"4",0.122
"4",0.122
"9",0.061
"4",0.122
"9",0.122
"12",0.486
"9",0.122
"9",0.061
"9",0.122
"9",0.122
"12",0.122
"4",0.061
"4",3.952
"12",0.061
"12",0.122
"12",0.122
"12",0.122
"11",0.122
"11",0.061
"12",0.061
"12",0.182
"9",0.426
"11",0.122
"9",1.703
"12",0.061
"9",0.061
"9",8.451
"9",0.122
"9",0.061
"12",1.398
"12",0.061
"9",0.304
"9",0.061
"12",2.919
"9",0.061
"9",0.243
"9",0.122
"9",0.304
"9",0.365
"12",0.426
"9",0.061
"11",0.061
"12",0.122
"12",0.061
"9",0.122
"11",0.122
"9",0.243
"9",0.122
"9",0.304
"9",0.061
"9",0.122
"11",0.061
"11",0.122
"11",0.061
"11",0.730
"9",0.304
"12",0.061
"11",0.061
"12",0.061
"11",0.182
"9",0.304
"12",0.243
"9",0.182
"11",0.122
"12",0.122
"12",0.122
"4",0.182
"9",0.122
"12",0.122
"16",0.122
"11",0.122
"3",0.061
"11",0.122
"1",0.182
"4",0.365
"11",0.061
"3",0.122
"9",0.304
"11",0.061
"9",0.122
"9",0.061
"9",0.061
"11",0.061
"12",0.122
"12",0.061
"12",0.061
"12",0.122
"9",0.182
"9",0.365
"12",0.122
"12",2.675
"9",0.061
"11",0.182
"12",0.122
"12",0.061
"12",0.122
"12",0.122
"12",0.426
"4",0.061
"4",0.851
"12",0.365
"9",0.365
"9",0.061
"12",0.122
"12",0.547
"12",0.790
"12",0.912
"1",0.061
"1",0.061
"9",0.122
"9",0.122
"9",0.122
"9",0.122
"12",0.061
"12",0.061
"12",0.061
"12",0.122
"12",0.547
"12",2.067
"12",0.790
"12",0.122
"12",0.730
"12",0.061
"9",0.061
"12",0.790
"9",0.122
"9",0.061
"12",0.061
"12",0.122
"9",0.122
"9",0.061
"9",0.122
"12",0.365
"12",0.304
"9",0.061
"9",0.122
"9",0.122
"1",0.122
"12",0.122
"9",0.061
"1",0.061
"9",0.061
"9",0.304
"4",0.122
"9",0.122
"9",0.122
"9",0.122
"12",0.122
"9",0.061
"4",0.426
"4",0.790
"4",0.061
"12",0.182
"4",0.243
"9",0.122
"4",0.243
"12",0.304
"4",0.243
"1",0.122
"4",0.061
"4",0.608
"9",0.486
"9",0.061
"12",0.061
"4",0.061
"1",0.304
"9",1.034
"12",0.061
"12",0.061
"11",0.243
"12",0.061
"12",0.061
"12",0.426
"11",0.182
"12",0.122
"11",0.122
"9",0.122
"12",0.243
"11",0.304
"9",0.061
"11",0.122
"9",0.122
"9",0.061
"9",0.122
"11",0.547
"11",0.061
"9",0.122
"11",0.122
"12",0.365
"9",0.061
"9",0.122
"9",0.243
"9",0.547
"12",0.243
"12",0.061
"12",0.061
"12",0.061
"16",0.122
"12",0.122
"9",0.122
"3",0.061
"9",0.122
"9",0.122
"9",0.182
"9",0.061
"9",0.061
"11",0.122
"11",0.304
"11",0.122
"9",0.061
"9",0.122
"9",0.243
"11",0.486
"9",0.122
"9",0.122
"9",0.122
"9",0.061
"11",0.122
"9",0.061
"11",0.061
"11",0.365
"12",0.061
"9",0.122
"11",0.061
"9",0.243
"12",0.061
"9",0.061
"11",0.365
"9",0.182
"9",0.061
"9",0.243
"11",0.122
"9",0.122
"11",0.243
"9",0.182
"11",0.061
"11",0.061
"12",0.061
"12",0.122
"9",0.122
"9",0.122
"12",0.061
"11",0.122
"12",0.061
"12",0.243
"9",0.122
"12",0.061
"1",0.122
"4",0.122
"9",0.061
"9",0.061
"4",0.061
"12",0.122
"11",0.182
"12",0.061
"11",0.365
"9",0.122
"11",0.061
"11",0.061
"9",0.122
"9",0.122
"11",0.182
"11",0.061
"9",0.243
"9",0.243
"9",0.061
"9",0.304
"12",0.061
"12",0.061
"12",0.061
"9",0.122
"11",0.061
"12",0.122
"9",0.122
"12",0.061
"12",0.061
"9",0.547
"9",0.122
"11",0.061
"11",0.122
"9",0.182
"12",0.061
"1",0.061
"1",0.122
"12",9.485
"4",0.365
"12",0.122
"4",0.122
"9",0.182
"4",0.122
"9",0.061
"11",0.122
"12",0.061
"4",0.061
"12",0.122
"12",0.122
"12",0.061
"9",1.398
"12",0.182
"12",0.243
"12",0.243
"12",0.122
"12",0.122
"12",0.061
"12",0.061
"9",0.122
"12",0.122
"12",3.527
"9",0.061
"9",0.122
"9",0.061
"9",0.061
"4",0.061
"4",0.061
"9",0.061
"12",0.426
"12",0.851
"12",0.061
"9",0.061
"12",0.122
"9",0.061
"11",0.122
"9",0.061
"9",0.122
"9",0.061
"12",0.122
"9",0.122
"12",0.061
"4",0.061
"4",0.122
"4",0.122
"4",0.122
"4",0.304
"4",0.061
"12",0.122
"4",0.061
"12",0.304
"12",0.122
"12",0.669
"4",0.061
"4",0.122
"9",0.122
"9",0.122
"4",0.061
"4",0.061
"12",0.182
"9",0.061
"12",0.061
"11",0.182
"12",0.182
"11",0.122
"9",0.061
"9",0.122
"9",0.061
"11",0.122
"9",0.182
"11",0.182
"9",0.122
"12",0.061
"12",0.061
"9",0.182
"12",0.122
"11",0.061
"12",0.061
"3",0.122
"11",0.061
"3",0.122
"9",0.122
"9",0.061
"11",0.122
"11",0.122
"12",0.061
"11",0.122
"12",0.061
"9",0.061
"9",0.182
"12",0.061
"9",0.122
"9",0.122
"9",0.122
"9",0.122
"9",0.122
"9",0.122
"11",0.061
"9",0.061
"9",0.061
"9",0.122
"11",0.122
"9",0.182
"9",0.973
"9",0.061
"12",0.061
"12",0.061
"9",0.122
"11",0.122
"9",6.384
"9",0.122
"9",0.365
"9",0.122
"9",0.122
"12",1.459
"4",0.061
"11",0.122
"3",0.122
"9",0.061
"11",0.182
"11",0.061
"9",0.122
"9",0.061
"11",0.122
"12",0.061
"12",0.122
"12",0.182
"9",0.061
"9",0.243
"9",0.973
"11",0.122
"12",0.061
"9",0.061
"9",0.061
"12",0.122
"12",0.122
"12",0.243
"12",0.243
"9",0.061
"9",0.122
"9",0.182
"12",0.061
"12",0.061
"9",0.061
"12",0.061
"9",0.061
"1",0.061
"12",0.182
"4",0.122
"4",0.061
"9",0.061
"9",0.182
"4",0.122
"4",0.122
"4",0.061
"12",0.122
"4",0.122
"4",0.061
"9",0.061
"4",0.122
"1",0.061
"3",2.128
"11",8.999
"9",1.824
"12",2.189
"9",1.155
"9",1.824
"9",3.405
"9",29.306
"9",3.770
"12",3.040
"3",3.101
"9",11.431
"9",7.357
"11",0.973
"9",0.669
"1",0.790
"12",23.043
"12",1.338
"12",0.608
"4",0.608
"12",1.459
"9",1.763
"9",0.365
"9",177.879
"9",0.669
"12",2.493
"9",1.094
"11",0.547
"11",0.426
"9",0.426
"12",0.608
"9",0.608
"9",1.520
"9",0.486
"11",0.486
"12",0.365
"12",0.790
"12",0.669
"12",0.608
"12",0.730
"12",0.608
"9",0.608
"12",1.763
"12",0.669
"9",0.669
"1",0.426
"12",0.912
"12",0.426
"11",1.094
"11",0.304
"11",1.034
"9",0.973
"11",0.122
"11",0.669
"12",0.122
"9",0.669
"9",0.122
"9",0.304
"4",4.682
"12",2.007
"9",0.973
"9",1.459
"11",0.304
"11",0.304
"12",0.486
"11",0.182
"12",0.304
"16",0.851
"12",0.122
"12",36.238
"12",0.851
"12",0.304
"9",1.399
"9",0.122
"11",0.304
"1",0.243
"4",0.304
"4",1.763
"12",0.243
"12",0.122
"12",0.486
"12",0.182
"9",0.243
"12",0.243
"9",0.182
"9",5.168
"9",0.243
"12",0.669
"9",5.594
"12",4.378
"9",0.122
"11",0.243
"12",0.122
"9",0.669
"9",0.304
"9",0.122
"1",0.851
"12",0.122
"9",0.122
"12",0.061
"11",0.122
"12",0.365
"11",0.061
"11",0.243
"11",0.243
"9",0.547
"11",0.061
"9",0.122
"12",0.243
"11",0.365
"9",0.122
"11",0.182
"9",0.486
"9",19.518
"9",0.243
"9",0.122
"11",0.426
"12",0.061
"11",0.669
"11",0.122
"9",0.061
"9",0.061
"9",0.365
"9",0.061
"12",0.122
"12",0.122
"12",0.304
"12",0.243
"9",0.122
"12",0.061
"9",0.061
"9",0.122
"12",0.061
"3",0.122
"11",0.122
"12",0.122
"9",0.304
"9",0.061
"9",0.061
"9",0.122
"11",0.304
"11",0.486
"11",0.061
"9",0.061
"11",0.122
"12",0.061
"9",0.122
"12",0.061
"9",1.277
"11",0.061
"12",0.122
"11",0.243
"11",0.122
"12",0.061
"11",0.061
"9",0.122
"9",1.520
"12",0.061
"11",0.122
"9",0.061
"9",0.669
"9",0.122
"9",0.061
"9",0.061
"9",0.122
"12",0.061
"11",0.122
"9",0.912
"9",0.243
"9",0.122
"9",0.061
"11",0.061
"9",0.122
"11",0.061
"11",0.061
"9",0.122
"9",0.061
"12",0.426
"11",0.122
"9",0.182
"9",0.182
"12",1.824
"12",0.182
"12",0.243
"9",0.122
"9",0.243
"16",0.061
"1",0.122
"9",0.061
"12",0.122
"11",0.061
"12",0.182
"16",0.122
"11",1.885
"9",0.061
"9",0.182
"9",0.061
"11",0.061
"11",0.061
"9",0.122
"9",0.061
"9",0.122
"9",0.426
"12",0.122
"12",0.182
"9",1.338
"9",0.182
"9",0.122
"11",0.365
"11",0.122
"11",0.608
"11",0.182
"12",0.122
"12",0.122
"4",0.061
"1",0.426
"9",0.122
"9",0.061
"3",1.034
"9",0.061
"9",0.061
"9",0.304
"12",0.243
"12",0.061
"1",0.061
"1",0.243
"12",0.608
"9",0.122
"9",0.061
"11",0.122
"12",0.122
"12",3.040
"12",0.122
"12",0.061
"12",0.061
"12",0.061
"12",0.122
"12",0.122
"12",0.182
"12",0.122
"9",0.061
"12",0.182
"9",0.122
"9",0.851
"4",0.061
"4",0.122
"9",0.122
"12",0.061
"12",0.061
"9",0.061
"9",0.243
"12",0.486
"12",0.304
"9",0.122
"12",0.243
"9",0.061
"9",0.182
"9",0.061
"9",0.061
"9",0.243
"12",0.182
"4",0.122
"4",0.122
"4",0.426
"1",0.304
"12",0.122
"4",0.061
"12",0.061
"4",1.520
"12",0.061
"12",2.979
"4",2.067
"4",0.061
"9",0.061
"12",0.061
"4",0.061
"12",0.061
"4",0.122
"1",0.061
"4",0.243
"12",0.061
"12",2.919
"11",0.061
"11",0.122
"11",0.061
"9",0.061
"9",0.061
"9",0.061
"11",0.061
"9",0.122
"12",0.243
"11",0.182
"9",0.182
"9",0.426
"12",0.122
"9",14.897
"9",0.061
"9",0.547
"9",0.061
"12",0.061
"11",0.365
"9",0.182
"9",3.162
"9",0.365
"9",0.061
"9",0.122
"9",0.182
"12",0.243
"12",1.399
"12",0.122
"12",0.061
"12",0.547
"9",0.061
"4",0.122
"9",0.243
"9",0.730
"9",0.061
"9",0.122
"12",0.061
"9",0.304
"12",0.243
"9",0.061
"12",0.304
"9",0.061
"12",0.243
"9",0.122
"12",0.122
"11",0.061
"11",0.304
"9",0.061
"9",0.243
"12",0.426
"9",0.122
"9",0.122
"11",0.061
"9",0.304
"11",1.824
"12",0.061
"11",0.122
"12",0.243
"12",0.061
"11",0.122
"12",0.061
"12",0.182
"9",0.182
"9",2.615
"9",0.304
"9",0.122
"11",0.122
"9",0.061
"11",0.669
"12",0.061
"9",0.061
"9",0.122
"9",0.061
"9",0.243
"9",0.061
"9",0.122
"11",0.182
"9",0.061
"9",2.067
"11",0.669
"9",0.061
"12",0.304
"12",0.182
"9",0.061
"9",0.061
"12",0.122
"12",0.061
"11",0.061
"9",0.061
"3",0.122
"9",0.061
"9",0.243
"9",0.122
"12",0.061
"9",0.122
"11",0.061
"9",0.182
"9",0.304
"9",0.182
"9",0.122
"12",0.973
"12",0.182
"12",0.122
"12",0.182
"9",0.061
"12",0.122
"11",0.182
"11",0.243
"12",0.365
"12",2.432
"12",0.122
"1",0.122
"4",0.122
"4",0.243
"3",0.061
"1",0.061
"4",0.122
"12",0.182
"1",0.061
"1",0.061
"9",0.243
"12",0.061
"12",0.182
"9",0.122
"12",28.152
"12",0.122
"12",0.912
"12",0.061
"12",0.669
"12",0.365
"12",0.061
"12",4.986
"12",0.608
"12",0.122
"3",0.061
"12",0.426
"12",0.061
"12",0.426
"12",0.061
"12",0.122
"12",21.829
"12",0.243
"12",0.061
"9",0.851
"12",0.061
"12",0.547
"12",28.637
"12",0.122
"12",0.122
"4",0.061
"12",0.061
"9",0.122
"12",0.122
"9",0.182
"9",0.182
"9",0.182
"9",0.243
"9",0.973
"4",0.182
"9",0.182
"9",0.243
"4",0.182
"9",0.182
"4",0.243
"9",1.520
"4",1.703
"9",0.122
"12",0.061
"9",0.122
"12",0.547
"4",0.122
"4",0.061
"12",0.243
"9",0.365
"12",0.061
"12",0.061
"4",0.365
"4",0.061
"12",0.486
"12",0.365
"11",0.122
"12",0.061
"12",0.061
"11",0.061
"11",0.730
"12",5.959
"11",0.486
"9",0.122
"9",0.061
"9",0.182
"11",4.074
"12",0.486
"11",0.243
"12",0.061
"9",0.243
"12",0.122
"9",0.122
"9",0.061
"11",0.547
"11",0.912
"11",0.061
"11",0.122
"11",7.357
"11",0.730
"12",0.061
"12",0.973
"12",0.486
"11",0.365
"9",1.095
"11",0.061
"9",0.122
"9",0.122
"9",0.061
"9",0.061
"9",8.026
"9",1.885
"4",0.182
"9",1.034
"9",0.730
"12",0.243
"9",0.061
"9",0.243
"12",0.243
"11",0.122
"11",0.730
"9",0.061
"9",0.243
"9",29.550
"12",0.486
"9",0.365
"11",0.061
"12",0.182
"12",0.061
"11",0.122
"11",0.912
"9",0.304
"9",0.304
"9",0.061
"9",0.061
"9",0.122
"9",0.243
"9",0.061
"9",0.061
"9",0.061
"9",0.182
"9",0.122
"11",0.182
"11",0.122
"9",0.061
"11",0.304
"9",43.231
"12",0.243
"12",0.122
"11",0.122
"9",0.547
"11",2.311
"12",0.122
"11",0.304
"9",0.243
"9",0.182
"9",0.122
"11",0.426
"9",0.790
"12",0.182
"12",0.122
"12",0.061
"11",0.061
"9",0.122
"9",0.061
"12",0.365
"9",0.912
"11",0.122
"12",0.122
"12",0.122
"11",0.122
"12",0.061
"9",0.061
"9",0.122
"9",0.122
"9",0.243
"9",0.061
"11",0.061
"12",0.122
"12",0.061
"1",0.061
"12",0.122
"4",0.061
"4",0.122
"4",0.122
"9",0.304
"4",0.122
"11",0.122
"11",0.061
"1",0.122
"9",0.365
"9",0.243
"12",0.973
"12",0.122
"12",0.122
"12",0.182
"12",0.365
"12",1.824
"12",0.486
"12",0.061
"11",0.061
"9",0.122
"9",0.486
"4",0.122
"9",1.520
"9",0.061
"12",0.122
"12",0.122
"9",0.365
"12",0.061
"12",0.061
"12",0.061
"9",0.061
"9",0.426
"1",0.061
"9",0.122
"9",0.182
"12",0.122
"12",1.155
"12",0.486
"4",0.122
"9",0.122
"4",0.061
"9",0.061
"12",0.122
"1",0.122
"12",0.061
"1",0.061
"12",0.608
"9",0.426
"4",0.122
"1",0.061
"12",0.426
"4",618.323
"12",0.122
"4",0.061
"12",0.122
"12",0.061
"1",0.669
"12",0.243
"12",0.122
"9",0.061
"11",0.122
"12",0.122
"11",0.122
"11",0.365
"9",0.122
"9",0.061
"9",0.426
"12",0.547
"9",8.391
"9",0.122
"11",0.608
"9",0.426
"11",0.122
"11",0.061
"11",0.061
"9",0.243
"9",0.304
"12",0.730
"9",0.182
"9",0.365
"9",0.061
"9",0.061
"12",0.122
"9",1.216
"9",0.122
"16",0.122
"12",0.122
"4",0.122
"4",0.304
"12",0.304
"9",0.182
"9",0.304
"11",0.061
"11",0.182
"9",0.122
"9",0.061
"12",0.608
"9",0.304
"9",0.243
"9",0.182
"11",0.061
"11",0.122
"12",0.122
"9",0.122
"11",0.122
"11",0.122
"11",0.547
"11",0.061
"12",0.122
"9",0.061
"12",0.182
"9",0.061
"9",0.243
"11",0.304
"9",0.061
"9",0.061
"9",0.061
"9",0.365
"9",0.061
"9",0.182
"11",0.061
"9",0.790
"11",0.669
"9",0.061
"12",0.061
"11",0.304
"11",0.122
"12",0.122
"4",0.122
"9",0.243
"9",0.182
"9",0.061
"11",0.122
"11",0.243
"11",30.766
"11",0.426
"11",0.122
"12",0.122
"4",0.061
"9",0.122
"4",0.122
"4",0.122
"9",0.061
"9",0.122
"9",0.122
"12",0.061
"9",0.122
"9",0.243
"12",0.973
"9",0.122
"9",0.061
"11",0.122
"9",0.182
"12",0.122
"11",0.122
"11",0.122
"12",0.182
"11",0.061
"12",0.061
"9",0.061
"11",0.061
"11",0.061
"12",0.182
"12",0.243
"9",0.061
"12",0.304
"12",0.061
"11",0.061
"4",0.182
"9",0.243
"4",0.061
"1",0.061
"4",0.061
"9",0.061
"12",0.061
"9",0.122
"9",1.034
"11",0.061
"12",2125.566
"11",0.122
"9",0.304
"9",0.122
"12",0.061
"12",0.243
"12",0.304
"9",0.122
"12",0.122
"12",0.122
"12",0.061
"12",1.520
"12",0.426
"9",0.122
"12",0.061
"12",0.182
"12",0.122
"12",0.122
"12",0.122
"4",0.061
"9",1.459
"9",0.122
"4",0.061
"12",0.365
"12",0.122
"12",0.122
"12",0.122
"12",0.243
"9",0.061
"12",0.122
"12",0.182
"9",0.061
"12",0.122
"1",0.061
"11",0.182
"11",0.061
"9",0.061
"9",0.243
"9",0.122
"9",0.061
"9",0.243
"4",0.122
"4",0.122
"4",0.061
"4",0.061
"1",0.122
"1",0.122
"9",0.122
"1",0.122
"4",0.122
"9",0.122
"4",0.061
"4",0.122
"1",0.122
"4",0.243
"4",0.182
"9",0.061
"9",0.061
"9",0.365
"4",0.122
"4",0.061
"1",1.642
"12",0.304
"12",0.061
"11",0.061
"11",0.061
"12",0.365
"9",0.243
"9",0.061
"11",0.851
"9",0.061
"12",0.122
"12",0.182
"11",0.061
"9",0.547
"12",0.243
"9",0.365
"9",0.426
"9",0.122
"11",0.486
"9",0.122
"12",0.182
"12",0.122
"11",0.061
"11",0.061
"9",0.122
"11",2.250
"9",0.061
"9",0.426
"16",0.061
"12",0.061
"9",0.182
"9",0.122
"9",0.061
"11",0.061
"9",1.095
"11",0.182
"9",0.122
"9",0.061
"9",1.095
"11",0.061
"11",0.122
"9",0.061
"11",0.061
"12",0.061
"12",0.122
"12",0.122
"12",1.338
"12",0.304
"9",0.122
"9",0.304
"9",0.486
"9",1.155
"9",0.122
"9",0.304
"9",0.061
"9",0.061
"9",0.061
"9",0.061
"9",0.061
"12",0.061
"9",0.061
"11",0.122
"12",0.182
"11",0.061
"9",0.122
"9",3.892
"11",2.371
"4",0.061
"9",0.243
"12",0.061
"12",0.122
"12",0.973
"12",0.061
"12",0.182
"9",0.122
"3",0.182
"4",0.061
"4",0.122
"9",0.061
"9",0.061
"12",0.122
"11",0.122
"9",0.061
"9",0.122
"9",0.122
"9",0.122
"9",0.122
"9",0.426
"12",0.061
"9",0.122
"11",0.122
"12",0.061
"9",0.122
"9",3.588
"9",0.790
"9",0.365
"9",0.061
"11",0.304
"11",0.851
"12",0.061
"9",0.608
"11",0.061
"12",0.061
"12",0.426
"11",0.061
"12",0.182
"1",0.061
"4",0.122
"9",0.122
"9",0.061
"12",0.122
"9",0.061
"9",0.061
"9",0.243
"9",0.122
"12",0.426
"9",0.851
"12",0.061
"12",0.122
"12",0.122
"12",0.182
"12",0.182
"1",0.061
"12",0.243
"9",0.122
"1",0.061
"12",0.122
"12",0.122
"12",0.486
"9",0.061
"9",0.669
"9",0.061
"9",0.182
"12",0.365
"12",0.182
"9",0.061
"12",0.122
"12",0.061
"4",0.182
"12",0.243
"12",0.122
"9",0.061
"9",0.061
"12",0.243
"1",0.122
"9",0.061
"4",0.122
"4",0.061
"9",0.122
"12",0.243
"9",0.061
"4",0.122
"9",0.182
"4",0.061
"9",0.122
"12",0.061
"12",0.122
"4",0.182
"9",0.122
"9",0.790
"1",0.122
"4",0.061
"9",1.216
"9",0.122
"12",0.365
"11",0.122
"11",0.122
"9",0.122
"9",0.182
"12",0.304
"9",0.122
"12",0.061
"11",0.122
"12",0.426
"11",0.122
"11",0.365
"9",0.061
"9",0.547
"12",0.061
"9",0.061
"9",0.061
"9",0.122
"11",0.122
"9",0.486
"9",0.122
"12",0.061
"4",0.061
"9",0.061
"9",0.061
"9",0.486
"9",0.061
"12",0.122
"11",0.122
"11",2.311
"11",0.061
"9",0.061
"9",0.182
"11",0.061
"12",0.122
"11",0.182
"9",0.061
"11",0.182
"0",0.365
"9",0.061
"11",0.243
"11",0.122
"11",0.061
"11",0.122
"11",0.122
"9",0.061
"12",0.243
"12",0.122
"9",0.365
"11",0.061
"11",0.061
"12",0.122
"11",0.182
"12",0.061
"9",0.122
"12",0.122
"12",0.122
"4",0.182
"4",0.061
"4",0.122
"11",8.938
"9",0.061
"11",0.122
"9",0.122
"9",0.061
"9",0.061
"9",0.122
"9",0.182
"11",0.547
"9",0.182
"9",0.122
"12",0.061
"12",0.061
"12",0.122
"9",0.182
"4",0.061
"4",0.122
"1",0.061
"12",0.243
"9",0.669
"12",0.122
"4",0.061
"9",0.243
"9",0.182
"9",0.243
"12",0.182
"9",1.095
"11",0.122
"9",0.122
"9",0.061
"9",0.790
"11",0.122
"12",0.122
"12",0.061
"9",0.061
"12",0.304
"12",0.061
"12",0.122
"12",0.608
"12",0.061
"12",0.061
"9",0.122
"12",0.061
"12",0.243
"12",0.122
"9",0.061
"9",0.122
"1",0.122
"9",0.122
"4",0.061
"12",0.061
"12",1.277
"12",0.122
"12",0.122
"12",0.061
"9",0.122
"12",0.973
"9",0.061
"11",0.730
"9",1.703
"9",0.304
"9",0.122
"9",0.061
"9",0.061
"9",0.304
"9",0.122
"9",0.061
"12",0.426
"1",0.061
"4",0.365
"9",0.061
"9",0.122
"4",0.061
"4",0.061
"4",0.061
"4",0.061
"4",0.061
"4",0.061
"9",0.061
"4",0.061
"9",0.061
"9",0.061
"9",0.122
"9",0.061
"9",0.061
"9",0.182
"9",0.122
"12",0.061
"12",0.304
"12",0.547
"11",0.061
"11",0.122
"9",0.182
"11",0.304
"9",0.122
"9",0.122
"12",0.061
"9",0.122
"9",0.122
"9",0.304
"9",0.061
"9",0.243
"11",0.061
"11",0.061
"9",0.122
"12",0.061
"9",0.122
"12",0.243
"9",0.122
"11",0.122
"11",0.061
"12",0.122
"15",0.426
"11",0.061
"11",0.304
"9",0.061
"9",0.061
"11",0.061
"9",0.182
"11",0.365
"11",0.061
"9",1.763
"9",0.304
"12",0.061
"11",0.061
"9",0.061
"9",0.061
"9",0.122
"9",0.061
"9",0.182
"9",0.182
"11",0.061
"12",0.061
"9",0.122
"9",1.581
"9",0.304
"9",0.122
"12",0.061
"9",0.061
"11",0.122
"11",0.182
"12",0.122
"9",0.243
"1",0.061
"9",0.061
"3",0.061
"9",0.122
"12",0.061
"12",0.122
"12",0.061
"16",0.304
"12",0.061
"9",0.182
"9",0.061
"11",0.122
"9",0.061
"9",0.061
"9",0.122
"9",0.061
"9",28.578
"9",0.243
"11",0.243
"12",0.061
"9",0.243
"9",0.061
"11",1.642
"11",0.122
"11",0.243
"12",0.061
"12",0.122
"11",0.061
"12",0.061
"12",0.122
"11",0.122
"4",0.122
"4",0.061
"12",0.182
"9",0.061
"9",0.182
"9",0.365
"9",0.608
"12",0.182
"12",0.061
"4",0.122
"9",0.243
"9",0.061
"12",0.122
"12",0.061
"12",1.459
"12",0.122
"12",0.365
"1",0.182
"9",0.061
"9",0.061
"9",0.122
"4",0.122
"9",0.122
"12",0.122
"9",0.061
"9",0.061
"12",0.061
"9",0.243
"9",0.122
"9",0.061
"9",0.122
"9",0.061
"1",0.061
"4",0.061
"9",0.122
"9",0.243
"12",0.122
"9",0.061
"4",0.061
"1",0.304
"12",0.243
"1",0.061
"4",0.122
"4",0.122
"4",0.061
"9",0.243
"4",0.122
"9",0.122
"4",0.243
"12",0.486
"1",0.122
"4",0.061
"1",0.486
"4",0.061
"4",0.061
"9",0.061
"9",0.122
"9",0.061
"4",0.122
"4",0.061
"9",0.061
"11",0.122
"11",0.122
"11",0.122
"11",0.061
"11",0.061
"12",0.061
"11",0.122
"9",0.061
"11",0.243
"9",0.182
"11",0.061
"9",0.122
"9",0.061
"12",0.304
"11",0.122
"11",0.061
"11",0.061
"11",0.061
"9",0.061
"12",0.061
"11",0.122
"11",0.122
"9",0.122
"9",0.182
"9",0.061
"12",0.061
"12",0.061
"12",0.061
"4",0.061
"4",0.304
"9",0.122
"13",0.061
"9",0.061
"9",0.061
"9",0.122
"11",0.061
"11",0.182
"9",0.851
"11",3.770
"9",1.581
"9",0.243
"9",0.122
"11",0.122
"9",0.061
"9",0.061
"11",0.122
"9",0.061
"11",0.061
"11",0.182
